Image_Path,x1,y1,x2,y2,class
Data\Train\Images\5651_1.jpg,0.3,0.272,0.684,0.732,1
Data\Train\Images\5652_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5653_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5653_1.jpg,0.296,0.256,0.68,0.768,1
Data\Train\Images\5654_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5655_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5656_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5657_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5657_1.jpg,0.332,0.236,0.76,0.784,1
Data\Train\Images\5658_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5659_1.jpg,0.34,0.284,0.708,0.74,1
Data\Train\Images\5660_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5660_1.jpg,0.36,0.28,0.732,0.736,1
Data\Train\Images\5661_1.jpg,0.32,0.276,0.668,0.728,1
Data\Train\Images\5662_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5662_1.jpg,0.312,0.28,0.684,0.752,1
Data\Train\Images\5663_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5664_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5665_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5665_1.jpg,0.284,0.272,0.672,0.74,1
Data\Train\Images\5666_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5667_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5668_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5669_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5669_1.jpg,0.32,0.272,0.712,0.744,1
Data\Train\Images\566_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5671_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5672_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5673_1.jpg,0.3,0.288,0.668,0.74,1
Data\Train\Images\5674_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5675_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5675_1.jpg,0.268,0.28,0.644,0.752,1
Data\Train\Images\5676_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5677_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5677_1.jpg,0.32,0.248,0.804,0.844,1
Data\Train\Images\5678_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5679_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\567_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\567_1.jpg,0.304,0.268,0.688,0.752,1
Data\Train\Images\5680_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5680_1.jpg,0.288,0.28,0.632,0.736,1
Data\Train\Images\5681_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5681_1.jpg,0.348,0.224,0.732,0.728,1
Data\Train\Images\5683_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5683_1.jpg,0.328,0.268,0.712,0.764,1
Data\Train\Images\5684_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5685_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5686_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5687_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5687_1.jpg,0.316,0.256,0.692,0.732,1
Data\Train\Images\5688_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5688_1.jpg,0.284,0.276,0.656,0.724,1
Data\Train\Images\5689_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\568_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5690_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5690_1.jpg,0.292,0.288,0.688,0.74,1
Data\Train\Images\5691_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5692_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5692_1.jpg,0.288,0.3,0.648,0.716,1
Data\Train\Images\5693_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5694_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5695_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5696_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5698_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5699_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\569_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\569_1.jpg,0.328,0.276,0.68,0.748,1
Data\Train\Images\5700_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5703_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5703_1.jpg,0.316,0.32,0.656,0.74,1
Data\Train\Images\5704_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5705_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5706_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5707_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5708_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5708_1.jpg,0.324,0.292,0.68,0.74,1
Data\Train\Images\5709_1.jpg,0.332,0.284,0.68,0.728,1
Data\Train\Images\570_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5710_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5711_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5711_1.jpg,0.312,0.316,0.648,0.728,1
Data\Train\Images\5712_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5713_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5714_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5715_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5716_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5717_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5718_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5718_1.jpg,0.304,0.276,0.66,0.74,1
Data\Train\Images\5719_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5719_1.jpg,0.336,0.276,0.692,0.732,1
Data\Train\Images\5720_1.jpg,0.34,0.304,0.712,0.768,1
Data\Train\Images\5721_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5722_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5722_1.jpg,0.312,0.24,0.704,0.744,1
Data\Train\Images\5725_1.jpg,0.324,0.296,0.66,0.708,1
Data\Train\Images\5726_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5727_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5727_1.jpg,0.316,0.328,0.66,0.728,1
Data\Train\Images\5728_1.jpg,0.356,0.268,0.724,0.724,1
Data\Train\Images\5729_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5729_1.jpg,0.324,0.272,0.72,0.752,1
Data\Train\Images\572_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5730_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5730_1.jpg,0.356,0.224,0.756,0.792,1
Data\Train\Images\5731_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5732_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5732_1.jpg,0.312,0.26,0.676,0.728,1
Data\Train\Images\5733_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5734_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5735_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5736_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5736_1.jpg,0.264,0.256,0.648,0.772,1
Data\Train\Images\5737_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5738_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5738_1.jpg,0.244,0.272,0.632,0.76,1
Data\Train\Images\5739_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\573_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5740_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5741_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5742_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5744_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5744_1.jpg,0.324,0.292,0.712,0.76,1
Data\Train\Images\5745_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5746_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5746_1.jpg,0.256,0.26,0.664,0.764,1
Data\Train\Images\5747_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5747_1.jpg,0.256,0.28,0.656,0.78,1
Data\Train\Images\5749_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\574_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5750_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5750_1.jpg,0.26,0.292,0.612,0.744,1
Data\Train\Images\5751_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5751_1.jpg,0.308,0.268,0.696,0.76,1
Data\Train\Images\5753_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5753_1.jpg,0.384,0.28,0.732,0.728,1
Data\Train\Images\5754_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5754_1.jpg,0.264,0.268,0.624,0.748,1
Data\Train\Images\5755_1.jpg,0.356,0.264,0.78,0.8,1
Data\Train\Images\5756_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5757_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5758_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5759_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\575_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\575_1.jpg,0.336,0.236,0.736,0.78,1
Data\Train\Images\5760_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5760_1.jpg,0.3,0.28,0.684,0.744,1
Data\Train\Images\5761_1.jpg,0.304,0.288,0.704,0.752,1
Data\Train\Images\5763_1.jpg,0.276,0.268,0.664,0.744,1
Data\Train\Images\5764_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5764_1.jpg,0.256,0.228,0.668,0.772,1
Data\Train\Images\5766_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5767_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5768_1.jpg,0.312,0.264,0.684,0.74,1
Data\Train\Images\5769_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\576_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5771_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5771_1.jpg,0.34,0.3,0.664,0.72,1
Data\Train\Images\5772_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5772_1.jpg,0.244,0.252,0.616,0.752,1
Data\Train\Images\5773_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5774_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5774_1.jpg,0.344,0.276,0.712,0.74,1
Data\Train\Images\5775_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5775_1.jpg,0.26,0.296,0.608,0.736,1
Data\Train\Images\5776_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5777_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5777_1.jpg,0.308,0.264,0.676,0.736,1
Data\Train\Images\5778_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5778_1.jpg,0.3,0.28,0.692,0.748,1
Data\Train\Images\5779_1.jpg,0.328,0.264,0.692,0.736,1
Data\Train\Images\577_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\577_1.jpg,0.268,0.28,0.656,0.756,1
Data\Train\Images\5780_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5780_1.jpg,0.316,0.276,0.708,0.744,1
Data\Train\Images\5781_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5782_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5783_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5785_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5785_1.jpg,0.316,0.284,0.676,0.728,1
Data\Train\Images\5787_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5788_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5790_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5791_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5792_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5793_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5793_1.jpg,0.304,0.256,0.684,0.74,1
Data\Train\Images\5794_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5794_1.jpg,0.288,0.26,0.648,0.756,1
Data\Train\Images\5795_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5797_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5798_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5799_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\579_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\57_1.jpg,0.368,0.288,0.708,0.736,1
Data\Train\Images\5801_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5803_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5804_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5804_1.jpg,0.292,0.3,0.64,0.712,1
Data\Train\Images\5805_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5806_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5806_1.jpg,0.344,0.288,0.708,0.736,1
Data\Train\Images\5807_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5808_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5809_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5809_1.jpg,0.292,0.284,0.664,0.74,1
Data\Train\Images\580_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5810_1.jpg,0.352,0.288,0.696,0.724,1
Data\Train\Images\5811_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5811_1.jpg,0.312,0.288,0.68,0.744,1
Data\Train\Images\5812_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5812_1.jpg,0.336,0.296,0.68,0.732,1
Data\Train\Images\5813_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5814_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5814_1.jpg,0.328,0.276,0.712,0.768,1
Data\Train\Images\5815_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5816_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5817_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5818_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5818_1.jpg,0.38,0.304,0.712,0.736,1
Data\Train\Images\5819_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\581_1.jpg,0.264,0.248,0.648,0.76,1
Data\Train\Images\5820_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5821_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5821_1.jpg,0.32,0.276,0.668,0.728,1
Data\Train\Images\5822_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5823_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5824_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5825_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5826_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5827_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5828_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5829_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\582_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5830_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5830_1.jpg,0.352,0.276,0.708,0.716,1
Data\Train\Images\5831_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5831_1.jpg,0.344,0.316,0.676,0.712,1
Data\Train\Images\5832_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5833_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5834_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5835_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5835_1.jpg,0.324,0.26,0.724,0.772,1
Data\Train\Images\5836_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5837_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5839_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5839_1.jpg,0.252,0.272,0.616,0.748,1
Data\Train\Images\5840_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5841_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5841_1.jpg,0.312,0.26,0.684,0.744,1
Data\Train\Images\5842_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5842_1.jpg,0.32,0.244,0.708,0.76,1
Data\Train\Images\5843_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5843_1.jpg,0.292,0.3,0.644,0.736,1
Data\Train\Images\5844_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5844_1.jpg,0.252,0.26,0.644,0.784,1
Data\Train\Images\5845_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5845_1.jpg,0.284,0.252,0.668,0.744,1
Data\Train\Images\5847_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5847_1.jpg,0.296,0.276,0.644,0.728,1
Data\Train\Images\5848_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5848_1.jpg,0.304,0.256,0.704,0.748,1
Data\Train\Images\5849_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5849_1.jpg,0.264,0.252,0.632,0.732,1
Data\Train\Images\584_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\584_1.jpg,0.32,0.272,0.672,0.724,1
Data\Train\Images\5850_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5851_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5852_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5852_1.jpg,0.288,0.276,0.692,0.756,1
Data\Train\Images\5853_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5855_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5856_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5857_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5858_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5859_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5859_1.jpg,0.328,0.296,0.676,0.728,1
Data\Train\Images\585_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\585_1.jpg,0.328,0.288,0.7,0.756,1
Data\Train\Images\5861_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5862_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5864_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5865_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5866_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5868_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5869_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5869_1.jpg,0.324,0.244,0.756,0.828,1
Data\Train\Images\586_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\586_1.jpg,0.336,0.308,0.672,0.736,1
Data\Train\Images\5870_1.jpg,0.36,0.292,0.728,0.76,1
Data\Train\Images\5871_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5872_1.jpg,0.3,0.272,0.676,0.728,1
Data\Train\Images\5874_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5875_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5875_1.jpg,0.336,0.316,0.632,0.692,1
Data\Train\Images\5877_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5879_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5879_1.jpg,0.328,0.3,0.672,0.728,1
Data\Train\Images\5880_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5881_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5881_1.jpg,0.276,0.268,0.684,0.764,1
Data\Train\Images\5882_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5882_1.jpg,0.332,0.288,0.668,0.716,1
Data\Train\Images\5883_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5884_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5884_1.jpg,0.34,0.244,0.732,0.736,1
Data\Train\Images\5885_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5885_1.jpg,0.324,0.288,0.684,0.728,1
Data\Train\Images\5886_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5886_1.jpg,0.32,0.244,0.692,0.744,1
Data\Train\Images\5887_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5888_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5889_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5889_1.jpg,0.312,0.292,0.672,0.732,1
Data\Train\Images\588_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5891_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5892_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5893_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5893_1.jpg,0.256,0.256,0.628,0.736,1
Data\Train\Images\5894_1.jpg,0.3,0.292,0.64,0.732,1
Data\Train\Images\5895_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5897_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5899_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5899_1.jpg,0.32,0.284,0.672,0.736,1
Data\Train\Images\589_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\589_1.jpg,0.268,0.3,0.624,0.744,1
Data\Train\Images\58_1.jpg,0.284,0.3,0.62,0.736,1
Data\Train\Images\5900_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5900_1.jpg,0.292,0.304,0.608,0.716,1
Data\Train\Images\5901_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5901_1.jpg,0.296,0.236,0.664,0.748,1
Data\Train\Images\5903_1.jpg,0.3,0.264,0.66,0.748,1
Data\Train\Images\5904_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5904_1.jpg,0.316,0.276,0.684,0.74,1
Data\Train\Images\5905_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5905_1.jpg,0.284,0.28,0.632,0.744,1
Data\Train\Images\5906_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5907_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5908_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5909_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5909_1.jpg,0.336,0.28,0.7,0.768,1
Data\Train\Images\590_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5910_1.jpg,0.26,0.24,0.684,0.76,1
Data\Train\Images\5911_1.jpg,0.324,0.284,0.684,0.748,1
Data\Train\Images\5912_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5913_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5914_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5915_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5915_1.jpg,0.304,0.292,0.656,0.744,1
Data\Train\Images\5916_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5917_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5918_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5919_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5920_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5921_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5922_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5922_1.jpg,0.352,0.268,0.728,0.744,1
Data\Train\Images\5923_1.jpg,0.308,0.252,0.708,0.748,1
Data\Train\Images\5924_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5924_1.jpg,0.336,0.268,0.72,0.732,1
Data\Train\Images\5925_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5926_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5927_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5928_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5928_1.jpg,0.26,0.264,0.636,0.736,1
Data\Train\Images\5931_1.jpg,0.288,0.296,0.68,0.768,1
Data\Train\Images\5932_1.jpg,0.32,0.296,0.72,0.808,1
Data\Train\Images\5933_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5933_1.jpg,0.36,0.276,0.72,0.748,1
Data\Train\Images\5934_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5935_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5936_1.jpg,0.292,0.288,0.672,0.768,1
Data\Train\Images\5937_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5937_1.jpg,0.312,0.268,0.72,0.772,1
Data\Train\Images\5938_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5939_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\593_1.jpg,0.32,0.256,0.676,0.716,1
Data\Train\Images\5940_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5941_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5942_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5942_1.jpg,0.296,0.252,0.66,0.728,1
Data\Train\Images\5944_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5945_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5946_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5947_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5948_1.jpg,0.344,0.28,0.728,0.78,1
Data\Train\Images\5949_0.jpg,0.0,0.0,0.0,0.0,0
Data\Train\Images\5949_1.jpg,0.32,0.272,0.688,0.744,1
Data\Train\Images\594_0.jpg,0.0,0.0,0.0,0.0,0
